89,890
618,6180
101,1010
797,7970
886,8860
644,6440
325,3250
527,5270
607,6070
353,3530
520,5200
845,8450
122,1220
872,8720
699,6990
223,2230
959,9590
459,4590
522,5220
113,1130
491,4910
468,4680
758,7580
801,8010
519,5190
320,3200
904,9040
377,3770
498,4980
703,7030
768,7680
273,2730
399,3990
318,3180
989,9890
551,5510
123,1230
457,4570
453,4530
657,6570
143,1430
36,360
464,4640
261,2610
175,1750
593,5930
803,8030
570,5700
594,5940
559,5590
585,5850
12,120
191,1910
44,440
463,4630
681,6810
851,8510
57,570
763,7630
602,6020
477,4770
526,5260
831,8310
943,9430
242,2420
784,7840
773,7730
530,5300
752,7520
447,4470
885,8850
237,2370
984,9840
417,4170
668,6680
97,970
217,2170
11,110
156,1560
686,6860
134,1340
820,8200
474,4740
577,5770
899,8990
147,1470
7,70
338,3380
22,220
50,500
451,4510
182,1820
31,310
466,4660
957,9570
970,9700
299,2990
144,1440
505,5050
309,3090
287,2870
779,7790
146,1460
560,5600
823,8230
448,4480
931,9310
411,4110
35,350
18,180
711,7110
553,5530
248,2480
700,7000
346,3460
259,2590
722,7220
621,6210
913,9130
429,4290
821,8210
332,3320
814,8140
650,6500
155,1550
992,9920
271,2710
303,3030
461,4610
813,8130
586,5860
687,6870
416,4160
941,9410
869,8690
162,1620
877,8770
374,3740
436,4360
133,1330
450,4500
675,6750
646,6460
340,3400
639,6390
730,7300
788,7880
575,5750
890,8900
201,2010
231,2310
876,8760
64,640
829,8290
153,1530
671,6710
387,3870
667,6670
339,3390
612,6120
701,7010
330,3300
516,5160
499,4990
210,2100
571,5710
65,650
27,270
301,3010
900,9000
414,4140
506,5060
193,1930
567,5670
281,2810
718,7180
120,1200
914,9140
446,4460
307,3070
187,1870
219,2190
749,7490
386,3860
878,8780
183,1830
127,1270
28,280
267,2670
279,2790
951,9510
207,2070
430,4300
623,6230
298,2980
967,9670
167,1670
518,5180
297,2970
632,6320
497,4970
827,8270
276,2760
394,3940
874,8740
422,4220
776,7760
254,2540
589,5890
731,7310
425,4250
481,4810
100,1000
220,2200
180,1800
79,790
467,4670
373,3730
168,1680
615,6150
116,1160
1,10
926,9260
419,4190
431,4310
479,4790
102,1020
787,7870
647,6470
401,4010
858,8580
280,2800
563,5630
695,6950
690,6900
488,4880
142,1420
576,5760
347,3470
785,7850
704,7040
209,2090
63,630
473,4730
581,5810
324,3240
918,9180
912,9120
383,3830
638,6380
432,4320
580,5800
729,7290
241,2410
910,9100
583,5830
171,1710
721,7210
945,9450
769,7690
754,7540
950,9500
565,5650
830,8300
774,7740
72,720
510,5100
826,8260
824,8240
838,8380
115,1150
599,5990
614,6140
988,9880
358,3580
30,300
952,9520
213,2130
546,5460
719,7190
361,3610
484,4840
921,9210
777,7770
998,9980
336,3360
160,1600
561,5610
619,6190
86,860
857,8570
253,2530
852,8520
696,6960
875,8750
218,2180
541,5410
753,7530
870,8700
584,5840
712,7120
659,6590
192,1920
737,7370
439,4390
975,9750
1000,10000
862,8620
352,3520
312,3120
48,480
152,1520
562,5620
129,1290
239,2390
726,7260
395,3950
925,9250
351,3510
689,6890
611,6110
917,9170
974,9740
940,9400
245,2450
669,6690
177,1770
6,60
929,9290
283,2830
137,1370
962,9620
369,3690
757,7570
415,4150
564,5640
13,130
360,3600
117,1170
103,1030
277,2770
717,7170
751,7510
385,3850
251,2510
495,4950
995,9950
188,1880
524,5240
790,7900
834,8340
313,3130
400,4000
443,4430
489,4890
521,5210
244,2440
889,8890
533,5330
888,8880
600,6000
389,3890
494,4940
725,7250
286,2860
682,6820
815,8150
558,5580
839,8390
964,9640
216,2160
39,390
204,2040
542,5420
392,3920
2,20
388,3880
483,4830
409,4090
792,7920
902,9020
256,2560
80,800
233,2330
470,4700
487,4870
665,6650
538,5380
240,2400
5,50
806,8060
597,5970
994,9940
694,6940
49,490
642,6420
197,1970
148,1480
452,4520
45,450
532,5320
314,3140
268,2680
983,9830
24,240
840,8400
84,840
887,8870
778,7780
816,8160
68,680
482,4820
198,1980
734,7340
131,1310
652,6520
965,9650
380,3800
961,9610
462,4620
554,5540
856,8560
172,1720
761,7610
791,7910
238,2380
321,3210
106,1060
670,6700
662,6620
445,4450
968,9680
739,7390
105,1050
396,3960
625,6250
514,5140
174,1740
323,3230
384,3840
398,3980
707,7070
660,6600
154,1540
949,9490
95,950
88,880
139,1390
427,4270
805,8050
842,8420
738,7380
837,8370
345,3450
693,6930
10,100
723,7230
591,5910
935,9350
249,2490
608,6080
552,5520
798,7980
579,5790
812,8120
702,7020
848,8480
932,9320
71,710
543,5430
34,340
746,7460
258,2580
493,4930
460,4600
269,2690
255,2550
891,8910
138,1380
635,6350
128,1280
956,9560
78,780
179,1790
982,9820
300,3000
23,230
43,430
822,8220
525,5250
322,3220
799,7990
905,9050
99,990
871,8710
264,2640
29,290
292,2920
633,6330
98,980
132,1320
825,8250
648,6480
942,9420
863,8630
641,6410
781,7810
87,870
114,1140
296,2960
898,8980
390,3900
232,2320
61,610
263,2630
882,8820
629,6290
636,6360
613,6130
294,2940
557,5570
742,7420
508,5080
679,6790
471,4710
76,760
333,3330
985,9850
85,850
195,1950
94,940
408,4080
149,1490
756,7560
706,7060
960,9600
512,5120
794,7940
963,9630
653,6530
202,2020
760,7600
654,6540
331,3310
344,3440
903,9030
809,8090
549,5490
16,160
356,3560
727,7270
93,930
979,9790
140,1400
545,5450
285,2850
993,9930
150,1500
229,2290
843,8430
485,4850
531,5310
428,4280
955,9550
500,5000
203,2030
578,5780
306,3060
236,2360
295,2950
573,5730
860,8600
196,1960
406,4060
544,5440
368,3680
278,2780
598,5980
938,9380
550,5500
755,7550
819,8190
96,960
517,5170
807,8070
90,900
350,3500
835,8350
771,7710
880,8800
850,8500
354,3540
511,5110
847,8470
379,3790
523,5230
844,8440
529,5290
228,2280
337,3370
355,3550
685,6850
534,5340
928,9280
341,3410
697,6970
626,6260
606,6060
319,3190
421,4210
715,7150
622,6220
275,2750
492,4920
158,1580
981,9810
8,80
371,3710
972,9720
420,4200
745,7450
971,9710
833,8330
828,8280
832,8320
503,5030
157,1570
631,6310
75,750
194,1940
866,8660
289,2890
528,5280
252,2520
766,7660
490,4900
999,9990
896,8960
783,7830
804,8040
655,6550
540,5400
112,1120
52,520
441,4410
948,9480
25,250
184,1840
412,4120
190,1900
661,6610
173,1730
884,8840
164,1640
221,2210
329,3290
118,1180
919,9190
480,4800
205,2050
37,370
372,3720
986,9860
434,4340
640,6400
954,9540
472,4720
440,4400
305,3050
595,5950
772,7720
234,2340
104,1040
226,2260
980,9800
728,7280
909,9090
211,2110
17,170
537,5370
901,9010
42,420
375,3750
222,2220
111,1110
800,8000
922,9220
206,2060
736,7360
705,7050
413,4130
677,6770
449,4490
656,6560
817,8170
643,6430
735,7350
680,6800
270,2700
163,1630
199,1990
548,5480
946,9460
782,7820
590,5900
284,2840
927,9270
349,3490
666,6660
535,5350
4,40
973,9730
916,9160
976,9760
224,2240
81,810
663,6630
991,9910
732,7320
748,7480
637,6370
227,2270
456,4560
713,7130
135,1350
250,2500
930,9300
67,670
873,8730
673,6730
733,7330
475,4750
125,1250
407,4070
393,3930
418,4180
159,1590
181,1810
308,3080
990,9900
402,4020
936,9360
47,470
326,3260
348,3480
796,7960
362,3620
130,1300
376,3760
55,550
744,7440
274,2740
676,6760
291,2910
539,5390
566,5660
189,1890
265,2650
381,3810
315,3150
651,6510
596,5960
364,3640
555,5550
750,7500
382,3820
290,2900
91,910
867,8670
864,8640
56,560
74,740
569,5690
672,6720
793,7930
304,3040
257,2570
762,7620
151,1510
454,4540
77,770
741,7410
161,1610
141,1410
966,9660
357,3570
604,6040
572,5720
458,4580
230,2300
759,7590
868,8680
684,6840
605,6050
178,1780
328,3280
624,6240
911,9110
969,9690
126,1260
108,1080
587,5870
469,4690
674,6740
200,2000
397,3970
370,3700
767,7670
996,9960
683,6830
247,2470
818,8180
496,4960
486,4860
620,6200
170,1700
26,260
582,5820
73,730
978,9780
509,5090
710,7100
846,8460
262,2620
678,6780
513,5130
82,820
317,3170
478,4780
405,4050
109,1090
810,8100
501,5010
38,380
692,6920
136,1360
327,3270
121,1210
15,150
854,8540
165,1650
40,400
293,2930
714,7140
66,660
438,4380
906,9060
841,8410
9,90
603,6030
893,8930
944,9440
691,6910
359,3590
881,8810
923,9230
688,6880
775,7750
765,7650
934,9340
342,3420
630,6300
260,2600
897,8970
166,1660
465,4650
908,9080
592,5920
987,9870
859,8590
343,3430
504,5040
69,690
83,830
915,9150
33,330
588,5880
720,7200
107,1070
437,4370
41,410
894,8940
795,7950
708,7080
568,5680
780,7800
288,2880
849,8490
235,2350
953,9530
366,3660
246,2460
865,8650
145,1450
609,6090
70,700
363,3630
60,600
225,2250
883,8830
310,3100
32,320
169,1690
645,6450
947,9470
698,6980
302,3020
743,7430
658,6580
808,8080
20,200
740,7400
424,4240
616,6160
426,4260
3,30
716,7160
215,2150
403,4030
404,4040
14,140
924,9240
391,3910
423,4230
958,9580
433,4330
214,2140
709,7090
811,8110
634,6340
272,2720
185,1850
724,7240
367,3670
51,510
455,4550
410,4100
282,2820
789,7890
442,4420
212,2120
617,6170
21,210
764,7640
920,9200
119,1190
628,6280
378,3780
243,2430
476,4760
786,7860
53,530
435,4350
627,6270
502,5020
186,1860
747,7470
855,8550
649,6490
895,8950
266,2660
62,620
574,5740
664,6640
59,590
536,5360
610,6100
853,8530
770,7700
836,8360
19,190
334,3340
892,8920
46,460
933,9330
58,580
365,3650
939,9390
208,2080
907,9070
316,3160
802,8020
977,9770
444,4440
176,1760
311,3110
879,8790
92,920
937,9370
507,5070
547,5470
54,540
601,6010
556,5560
110,1100
335,3350
997,9970
515,5150
124,1240
861,8610
